Representative,BioGuideID,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
Katherine M. Clark,C001101,2020-10-22,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,SNE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,HSBC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,KMB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,BMY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,UBS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,SNE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,TSM,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-10-22,SLGN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,UNP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,FLIR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,NGG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,NGG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,INVH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-10-22,SRLP,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Katherine M. Clark,C001101,2020-10-22,INVH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-10-22,GLOP,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Katherine M. Clark,C001101,2020-10-22,FLIR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Gilbert Cisneros,C001123,2020-10-22,HALO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,HD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,COST,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-10-22,USAC,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Mark Green,G000590,2020-10-22,ET,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Katherine M. Clark,C001101,2020-10-22,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,COST,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,INTC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-10-22,CEQP,Sale,"$100,001 - $250,000",Representatives,100001.0,R
Mark Green,G000590,2020-10-22,CEQP,Purchase,"$100,001 - $250,000",Representatives,100001.0,R
Josh Gottheimer,G000583,2020-10-22,Z,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,UNH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Donald Sternoff Beyer Jr,B001292,2020-10-22,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,HD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mark Green,G000590,2020-10-22,ENLC,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Katherine M. Clark,C001101,2020-10-22,UNH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,HOLX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Katherine M. Clark,C001101,2020-10-22,HOLX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Dwight Evans,E000296,2020-10-21,AMZN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John Rutherford,R000609,2020-10-21,TSN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Lois Frankel,F000462,2020-10-21,BSX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
John Rutherford,R000609,2020-10-21,AEP,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Dwight Evans,E000296,2020-10-21,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2020-10-21,NOC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Alan S. Lowenthal,L000579,2020-10-20,OLED,Sale,$190.45,Representatives,190.45,D
Tom Malinowski,M001203,2020-10-20,PLNT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Alan S. Lowenthal,L000579,2020-10-20,OLED,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Tom Malinowski,M001203,2020-10-20,RACE,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Tom Malinowski,M001203,2020-10-20,TDC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-10-19,HALO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2020-10-19,SLGN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-19,CNC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-19,VNT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-19,GPK,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-19,OKE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Susie Lee,L000590,2020-10-19,BLL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
