Representative,BioGuideID,TransactionDate,Ticker,Transaction,Range,House,Amount,Party
Tommy Tuberville,T000278,2022-08-01,ABNFX,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Tommy Tuberville,T000278,2022-08-01,DHS,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Tommy Tuberville,T000278,2022-08-01,XLY,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Tommy Tuberville,T000278,2022-08-01,RSP,Purchase,"$15,001 - $50,000",Senate,15001.0,R
Tommy Tuberville,T000278,2022-08-01,VTRS,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R
Tommy Tuberville,T000278,2022-08-01,IVV,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R
Kevin Hern,H001082,2022-07-31,JPM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Virginia Foxx,F000450,2022-07-29,MOS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Virginia Foxx,F000450,2022-07-29,PG,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Alan S. Lowenthal,L000579,2022-07-29,MDT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-29,UNH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
James R. Langevin,L000559,2022-07-29,ABNB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2022-07-29,BTI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Steve Cohen,C001068,2022-07-29,SCHD,Purchase,"$50,001 - $100,000",Representatives,50001.0,D
Josh Gottheimer,G000583,2022-07-29,ALIZY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-29,DE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-28,ZBH,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-28,ARE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2022-07-28,ARLP,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Lois Frankel,F000462,2022-07-28,BURL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
John Curtis,C001114,2022-07-28,SCHF,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Alan S. Lowenthal,L000579,2022-07-28,MDT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2022-07-28,MOS,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Kathy Manning,M001135,2022-07-27,WMT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,WMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,DIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,JPM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,TJX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,TJX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,TJX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,QCOM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,HD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AAPL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,HD,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,SYY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,SYY,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CAT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ACN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ACN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MSFT,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Kathy Manning,M001135,2022-07-27,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,LMT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,LMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CNC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CFG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CNC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CNC,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ABBV,Sale,"$15,001 - $50,000",Representatives,15001.0,D
Lois Frankel,F000462,2022-07-27,GXO,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CFG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Steve Cohen,C001068,2022-07-27,FHN,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Kathy Manning,M001135,2022-07-27,CFG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PFE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,EXPD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,SBUX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,V,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PKG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PYPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CME,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AMGN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,APD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,INTU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GIS,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,NKE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GOOGL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-27,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,NKE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,DIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,EL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,EL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,APD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ACN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,APD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,DIS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ABBV,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,NKE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PKG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,SBUX,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,ABT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AMGN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GOOG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AMGN,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,GOOGL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AAPL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,JPM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,JPM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,AON,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,EL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,NVDA,Purchase,"$15,001 - $50,000",Representatives,15001.0,D
Kathy Manning,M001135,2022-07-27,AON,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,CB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Earl Blumenauer,B000574,2022-07-27,PHG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,MU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-27,PG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Nancy Pelosi,P000197,2022-07-26,NVDA,Sale,"$1,000,001 - $5,000,000",Representatives,1000001.0,D
Mark Dr Green,G000590,2022-07-25,ET,Sale,"$50,001 - $100,000",Representatives,50001.0,R
Lois Frankel,F000462,2022-07-25,LKQ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-25,NOVT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mo Brooks,B001274,2022-07-22,VZ,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Lois Frankel,F000462,2022-07-22,TT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Michael C. Burgess,B001248,2022-07-22,SYK,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Virginia Foxx,F000450,2022-07-22,ARLP,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Lois Frankel,F000462,2022-07-22,ADI,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Mo Brooks,B001274,2022-07-22,AATC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Lois Frankel,F000462,2022-07-22,HUBB,Sale,"$1,001 - $15,000",Representatives,1001.0,D
James R. Langevin,L000559,2022-07-22,SQ,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-22,MEDP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-22,CBOE,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Michael C. Burgess,B001248,2022-07-22,SYK,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Josh Gottheimer,G000583,2022-07-22,HELE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-22,RBA,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-21,CRM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2022-07-21,K,Purchase,"$15,001 - $50,000",Representatives,15001.0,R
Lois Frankel,F000462,2022-07-21,CL,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,NOC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,PHM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,MCK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,PRU,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,LBTYK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,DFS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Virginia Foxx,F000450,2022-07-20,PG,Purchase,"$50,001 - $100,000",Representatives,50001.0,R
Kathy Manning,M001135,2022-07-20,IP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,BBY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,DGX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,WFC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,AMCR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,SYF,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,AIG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,HST,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,CAH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,FICO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,CHTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,MET,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,BIIB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Alan S. Lowenthal,L000579,2022-07-20,ECL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-20,GD,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,C,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,COF,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,KEY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,T,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,LOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,BAC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,MPC,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,LHX,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,KMI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,IT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,BLDR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,MO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,BK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-20,TT,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,HPQ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-20,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,LUMN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,L,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,AMGN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-20,COP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,MRO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,DVN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,ORCL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,HCA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,APA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,UNP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,CE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,DPZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,CCK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,AMP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,EMN,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,NVR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,AZO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,MAS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,CMA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,ALLY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Kathy Manning,M001135,2022-07-20,WHR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Lois Frankel,F000462,2022-07-19,HPP,Sale,"$1,001 - $15,000",Representatives,1001.0,D
Josh Gottheimer,G000583,2022-07-19,IBM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Ron Estes,E000298,2022-07-19,CVX,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Alan S. Lowenthal,L000579,2022-07-19,ECL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Ed Perlmutter,P000593,2022-07-19,KR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Alan S. Lowenthal,L000579,2022-07-19,SPGI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
Christopher L. Jacobs,J000020,2022-07-18,NOTV,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,STNG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,KOD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,SI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,ENOB,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,IIPR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,ASBC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,CRGY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,TELL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,PFE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,XOM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,HD,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,PLUG,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Tommy Tuberville,T000278,2022-07-18,CLF,Purchase,"$50,001 - $100,000",Senate,50001.0,R
Mark Dr Green,G000590,2022-07-18,ET,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,VTRSV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,AR,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,ISEE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,CDEV,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,CIVI,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,DOC,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,VTNR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,GNKOQ,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,FHN,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,UBSI,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,KRG,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,GEVO,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,ESTE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,ATHA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,SAVA,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,SM,Sale,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,CVX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Christopher L. Jacobs,J000020,2022-07-18,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R
Kathy Manning,M001135,2022-07-15,PG,Purchase,"$1,001 - $15,000",Representatives,1001.0,D
